debugVMHth:debugZvSGH,initialized,0,,1516727428860
debugVMHth:debugZvSGH,window_resize,0,"[1024, 726]",1516727428860
debug6evAZ:debuglCEbM,initialized,0,,1516921155838
debug6evAZ:debuglCEbM,window_resize,0,"[1024, 726]",1516921155838
debug6evAZ:debuglCEbM,focus,583253,off,1516921739091
debug6evAZ:debuglCEbM,focus,135396,on,1516921874487
debugrRfe0:debugPUmJV,initialized,0,,1517005956128
debugrRfe0:debugPUmJV,window_resize,0,"[1024, 726]",1517005956128
debugrRfe0:debugPUmJV,focus,214459,off,1517006170587
debugrRfe0:debugPUmJV,focus,116114,on,1517006286701
debug28jo8:debugE5Li6,initialized,0,,1517092398296
debug28jo8:debugE5Li6,window_resize,0,"[1024, 726]",1517092398296
debug0wiuy:debugNUBSR,initialized,0,,1517955121573
debug0wiuy:debugNUBSR,window_resize,0,"[1024, 726]",1517955121573
